2024/12/17 08:41:21.632 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS08965, spec=gm05066
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08280, spec=gm08549
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1596, order=0, coreidx1=1058, coreidx2=1058
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07620, spec=gm10478
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1596, order=0, coreidx1=1058, coreidx2=1058
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS08880, spec=lcb
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1596, order=0, coreidx1=1058, coreidx2=1058
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS08900, spec=lcw
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1596, order=0, coreidx1=1058, coreidx2=1058
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS07830, spec=lcx
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1596, order=0, coreidx1=1058, coreidx2=1058
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=1494, name=1494
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08030, spec=gm04274
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1494, order=0, coreidx1=1139, coreidx2=1139
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09055, spec=gm05061
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1494, order=0, coreidx1=1139, coreidx2=1139
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09235, spec=gm05066
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1494, order=0, coreidx1=1139, coreidx2=1139
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08715, spec=gm08549
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1494, order=0, coreidx1=1139, coreidx2=1139
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08055, spec=gm10478
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1494, order=0, coreidx1=1139, coreidx2=1139
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09315, spec=lcb
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1494, order=0, coreidx1=1139, coreidx2=1139
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09350, spec=lcw
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1494, order=0, coreidx1=1139, coreidx2=1139
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08255, spec=lcx
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1494, order=0, coreidx1=1139, coreidx2=1139
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=1358, name=1358
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08325, spec=gm04274
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1358, order=0, coreidx1=1180, coreidx2=1180
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09270, spec=gm05061
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1358, order=0, coreidx1=1180, coreidx2=1180
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09450, spec=gm05066
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1358, order=0, coreidx1=1180, coreidx2=1180
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08990, spec=gm08549
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1358, order=0, coreidx1=1180, coreidx2=1180
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08300, spec=gm10478
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1358, order=0, coreidx1=1180, coreidx2=1180
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09530, spec=lcb
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1358, order=0, coreidx1=1180, coreidx2=1180
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09565, spec=lcw
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1358, order=0, coreidx1=1180, coreidx2=1180
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08470, spec=lcx
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1358, order=0, coreidx1=1180, coreidx2=1180
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2044, name=2044
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07780, spec=gm04274
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2044, order=0, coreidx1=1094, coreidx2=1094
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08800, spec=gm05061
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2044, order=0, coreidx1=1094, coreidx2=1094
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS08980, spec=gm05066
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2044, order=0, coreidx1=1094, coreidx2=1094
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08470, spec=gm08549
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2044, order=0, coreidx1=1094, coreidx2=1094
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07810, spec=gm10478
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2044, order=0, coreidx1=1094, coreidx2=1094
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09060, spec=lcb
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2044, order=0, coreidx1=1094, coreidx2=1094
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09090, spec=lcw
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2044, order=0, coreidx1=1094, coreidx2=1094
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08005, spec=lcx
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2044, order=0, coreidx1=1094, coreidx2=1094
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=94, name=94
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08260, spec=gm04274
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=94, order=0, coreidx1=1169, coreidx2=1169
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09210, spec=gm05061
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=94, order=0, coreidx1=1169, coreidx2=1169
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09390, spec=gm05066
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=94, order=0, coreidx1=1169, coreidx2=1169
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08930, spec=gm08549
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=94, order=0, coreidx1=1169, coreidx2=1169
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08240, spec=gm10478
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=94, order=0, coreidx1=1169, coreidx2=1169
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09470, spec=lcb
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=94, order=0, coreidx1=1169, coreidx2=1169
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09505, spec=lcw
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=94, order=0, coreidx1=1169, coreidx2=1169
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08410, spec=lcx
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=94, order=0, coreidx1=1169, coreidx2=1169
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=1659, name=1659
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07960, spec=gm04274
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1659, order=0, coreidx1=1125, coreidx2=1125
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08980, spec=gm05061
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1659, order=0, coreidx1=1125, coreidx2=1125
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09160, spec=gm05066
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1659, order=0, coreidx1=1125, coreidx2=1125
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08645, spec=gm08549
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1659, order=0, coreidx1=1125, coreidx2=1125
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07985, spec=gm10478
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1659, order=0, coreidx1=1125, coreidx2=1125
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09240, spec=lcb
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1659, order=0, coreidx1=1125, coreidx2=1125
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09275, spec=lcw
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1659, order=0, coreidx1=1125, coreidx2=1125
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08175, spec=lcx
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1659, order=0, coreidx1=1125, coreidx2=1125
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=1981, name=1981
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS08355, spec=gm04274
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1981, order=0, coreidx1=1185, coreidx2=1185
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS09295, spec=gm05061
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1981, order=0, coreidx1=1185, coreidx2=1185
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09475, spec=gm05066
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1981, order=0, coreidx1=1185, coreidx2=1185
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS09020, spec=gm08549
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1981, order=0, coreidx1=1185, coreidx2=1185
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS08325, spec=gm10478
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1981, order=0, coreidx1=1185, coreidx2=1185
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09555, spec=lcb
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1981, order=0, coreidx1=1185, coreidx2=1185
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09590, spec=lcw
2024/12/17 08:41:21.668 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1981, order=0, coreidx1=1185, coreidx2=1185
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08495, spec=lcx
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1981, order=0, coreidx1=1185, coreidx2=1185
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=2224, name=2224
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07940, spec=gm04274
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2224, order=0, coreidx1=1122, coreidx2=1122
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08965, spec=gm05061
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2224, order=0, coreidx1=1122, coreidx2=1122
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09145, spec=gm05066
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2224, order=0, coreidx1=1122, coreidx2=1122
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08630, spec=gm08549
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2224, order=0, coreidx1=1122, coreidx2=1122
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07970, spec=gm10478
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2224, order=0, coreidx1=1122, coreidx2=1122
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09225, spec=lcb
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2224, order=0, coreidx1=1122, coreidx2=1122
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09260, spec=lcw
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2224, order=0, coreidx1=1122, coreidx2=1122
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08160, spec=lcx
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=2224, order=0, coreidx1=1122, coreidx2=1122
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=1917, name=1917
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07890, spec=gm04274
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1917, order=0, coreidx1=1114, coreidx2=1114
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08910, spec=gm05061
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1917, order=0, coreidx1=1114, coreidx2=1114
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09090, spec=gm05066
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1917, order=0, coreidx1=1114, coreidx2=1114
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08585, spec=gm08549
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1917, order=0, coreidx1=1114, coreidx2=1114
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07925, spec=gm10478
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1917, order=0, coreidx1=1114, coreidx2=1114
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09170, spec=lcb
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1917, order=0, coreidx1=1114, coreidx2=1114
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09205, spec=lcw
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1917, order=0, coreidx1=1114, coreidx2=1114
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08115, spec=lcx
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1917, order=0, coreidx1=1114, coreidx2=1114
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=821, name=821
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07970, spec=gm04274
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=821, order=0, coreidx1=1127, coreidx2=1127
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08990, spec=gm05061
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=821, order=0, coreidx1=1127, coreidx2=1127
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09170, spec=gm05066
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=821, order=0, coreidx1=1127, coreidx2=1127
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08655, spec=gm08549
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=821, order=0, coreidx1=1127, coreidx2=1127
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07995, spec=gm10478
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=821, order=0, coreidx1=1127, coreidx2=1127
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09250, spec=lcb
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=821, order=0, coreidx1=1127, coreidx2=1127
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS09285, spec=lcw
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=821, order=0, coreidx1=1127, coreidx2=1127
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS08185, spec=lcx
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=821, order=0, coreidx1=1127, coreidx2=1127
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=1799, name=1799
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07580, spec=gm04274
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1799, order=0, coreidx1=1054, coreidx2=1054
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08600, spec=gm05061
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1799, order=0, coreidx1=1054, coreidx2=1054
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS08780, spec=gm05066
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1799, order=0, coreidx1=1054, coreidx2=1054
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08260, spec=gm08549
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1799, order=0, coreidx1=1054, coreidx2=1054
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07600, spec=gm10478
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1799, order=0, coreidx1=1054, coreidx2=1054
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS08860, spec=lcb
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1799, order=0, coreidx1=1054, coreidx2=1054
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BN194_RS08880, spec=lcw
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1799, order=0, coreidx1=1054, coreidx2=1054
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCA12A_RS07810, spec=lcx
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1799, order=0, coreidx1=1054, coreidx2=1054
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.Cluster Cluster id=1926, name=1926
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LBCZ_RS07920, spec=gm04274
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1926, order=0, coreidx1=1120, coreidx2=1120
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCYAK_RS08950, spec=gm05061
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1926, order=0, coreidx1=1120, coreidx2=1120
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCACT_RS09130, spec=gm05066
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1926, order=0, coreidx1=1120, coreidx2=1120
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=BGL52_RS08615, spec=gm08549
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1926, order=0, coreidx1=1120, coreidx2=1120
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=DYY97_RS07955, spec=gm10478
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster clustid=1926, order=0, coreidx1=1120, coreidx2=1120
2024/12/17 08:41:21.669 [AWT-EventQueue-0] INFO   cgdp.corealign.DomCluster domNo=0, name=LCABL_RS09210, spec=lcb
